F0avg,F0std,F0max,F0min,F0skew,F0kurt,F0tiltavg,F0mseavg,F0tiltstd,F0msestd,F0tiltmax,F0msemax,F0tiltmin,F0msemin,F0tiltskw,F0mseskw,F0tiltku,F0mseku,1F0mean,1F0std,1F0max,1F0min,1F0skw,1F0ku,lastF0avg,lastF0std,lastF0max,lastF0min,lastF0skw,lastF0ku,avgEvoiced,stdEvoiced,skwEvoiced,kurtosisEvoiced,avgtiltEvoiced,stdtiltEvoiced,skwtiltEvoiced,kurtosistiltEvoiced,avgmseEvoiced,stdmseEvoiced,skwmseEvoiced,kurtosismseEvoiced,avg1Evoiced,std1Evoiced,max1Evoiced,min1Evoiced,skw1Evoiced,kurtosis1Evoiced,avglastEvoiced,stdlastEvoiced,maxlastEvoiced,minlastEvoiced,skwlastEvoiced,kurtosislastEvoiced,avgEunvoiced,stdEunvoiced,skwEunvoiced,kurtosisEunvoiced,avgtiltEunvoiced,stdtiltEunvoiced,skwtiltEunvoiced,kurtosistiltEunvoiced,avgmseEunvoiced,stdmseEunvoiced,skwmseEunvoiced,kurtosismseEunvoiced,avg1Eunvoiced,std1Eunvoiced,max1Eunvoiced,min1Eunvoiced,skw1Eunvoiced,kurtosis1Eunvoiced,avglastEunvoiced,stdlastEunvoiced,maxlastEunvoiced,minlastEunvoiced,skwlastEunvoiced,kurtosislastEunvoiced,Vrate,avgdurvoiced,stddurvoiced,skwdurvoiced,kurtosisdurvoiced,maxdurvoiced,mindurvoiced,avgdurunvoiced,stddurunvoiced,skwdurunvoiced,kurtosisdurunvoiced,maxdurunvoiced,mindurunvoiced,avgdurpause,stddurpause,skwdurpause,kurtosisdurpause,maxdurpause,mindurpause,PVU,PU,UVU,VVU,VP,UP,id
123.55134582519531,33.464298248291016,178.55393981933594,76.98478698730469,0.17060992213895973,-1.649531257836299,7.5148730928162175,1011.8822797593335,0.0,0.0,7.5148730928162175,1011.8822797593335,7.5148730928162175,1011.8822797593335,,,,,123.55134582519531,33.464298248291016,178.55393981933594,76.98478698730469,0.17060992213895973,-1.649531257836299,123.55134582519531,33.464298248291016,178.55393981933594,76.98478698730469,0.17060992213895973,-1.649531257836299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AVPEPUDEA0001_o.wav
225.39486694335938,11.782251358032227,246.95462036132812,207.7809600830078,0.42647755191860887,-1.2135080557973876,-37.43645276835218,75.60563308758259,37.047037221884835,64.30369141880486,-0.38941554646734705,139.90932450638746,-74.48348999023702,11.301941668777726,0.0,3.2837016577500315e-16,-2.0,-2.0,225.43411254882812,11.838338851928711,246.95462036132812,207.7809600830078,0.4166310764334753,-1.233347723806007,221.996337890625,3.522995710372925,226.07180786132812,216.5386199951172,-0.4038329533253274,-1.3529754756827321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-42.94404118647221,0.0,-42.94404118647221,-42.94404118647221,,,-42.94404118647221,0.0,-42.94404118647221,-42.94404118647221,,,0.2239140170174653,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.005,5.293955920339376e-16,-2.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AVPEPUDEA0002_o.wav
169.37478637695312,67.4043960571289,260.66058349609375,68.22598266601562,-0.2594965304755807,-1.6478165251119432,89.89080366995255,3022.946240634753,44.51912503588063,1280.1564322616052,134.40992870583318,4303.102672896358,45.37167863407192,1742.7898083731477,2.4738396976339095e-16,-3.409354979399779e-16,-1.9999999999999998,-2.0,157.24147033691406,42.0268669128418,216.33070373535156,96.58870697021484,-0.21708390725768864,-1.7244361390311311,174.25448608398438,74.68071746826172,260.66058349609375,68.22598266601562,-0.38446844618845416,-1.7489436475750464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6967123884171565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AVPEPUDEA0003_o.wav
173.60523986816406,26.815841674804688,229.78932189941406,122.80679321289062,0.24726159369174694,0.3499125802259604,1.4165935944563444,709.1229095253732,0.0,0.0,1.4165935944563444,709.1229095253732,1.4165935944563444,709.1229095253732,,,,,173.60523986816406,26.815841674804688,229.78932189941406,122.80679321289062,0.24726159369174694,0.3499125802259604,173.60523986816406,26.815841674804688,229.78932189941406,122.80679321289062,0.24726159369174694,0.3499125802259604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AVPEPUDEA0005_o.wav
255.35093688964844,36.58000564575195,303.3837890625,120.43421173095703,-1.4639417852457388,3.1761441718587244,25.06037754900364,1145.1736849123415,0.0,0.0,25.06037754900364,1145.1736849123415,25.06037754900364,1145.1736849123415,,,,,255.35093688964844,36.58000564575195,303.3837890625,120.43421173095703,-1.4639417852457388,3.1761441718587244,255.35093688964844,36.58000564575195,303.3837890625,120.43421173095703,-1.4639417852457388,3.1761441718587244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AVPEPUDEA0006_o.wav
212.09225463867188,26.683490753173828,253.86170959472656,157.76560974121094,0.024903819532216737,-1.1620300940326824,40.64451286748086,434.435453889718,0.0,0.0,40.64451286748086,434.435453889718,40.64451286748086,434.435453889718,,,,,212.09225463867188,26.683490753173828,253.86170959472656,157.76560974121094,0.024903819532216737,-1.1620300940326824,212.09225463867188,26.683490753173828,253.86170959472656,157.76560974121094,0.024903819532216737,-1.1620300940326824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AVPEPUDEA0007_o.wav
229.3927001953125,26.62352752685547,255.7616424560547,90.04950714111328,-2.1442041355125996,6.287185952778842,-17.674247715522963,570.714435101529,15.583487121785343,353.1472187879515,-2.0907605937376204,923.8616538894805,-33.257734837308305,217.5672163135775,0.0,-2.537546475697819e-16,-2.0,-1.9999999999999998,231.8328857421875,30.412200927734375,255.7616424560547,90.04950714111328,-2.641441826655358,7.854426009259736,226.95252990722656,21.927459716796875,250.70082092285156,170.4797821044922,-0.936980991809944,-0.2956788183760519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.665654812615145,1.2868672716145833,0.3098609646707898,-1.499999999999998,73.62470224884883,105.28349049883887,-1.9950754029679137e-16,-2.0,0.5862957451312675,0.5831934976472403,0.0,-2.0,-36.342824494307514,1.1118938053350012,-34.81345256911828,-37.42409833940202,0.5390536147973594,-1.4999999999999953,-26.988485130922772,1.4618407378941656,-25.16001889512375,-28.738182750077513,0.08066831454422016,-1.5000000000000007,0.2848394217759738,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,,,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AVPEPUDEA0008_o.wav
126.2890396118164,3.661317825317383,142.31832885742188,113.7024917602539,0.637534039771002,5.001305274149416,2.0053779380028818,12.954332520022119,0.0,0.0,2.0053779380028818,12.954332520022119,2.0053779380028818,12.954332520022119,,,,,126.2890396118164,3.661317825317383,142.31832885742188,113.7024917602539,0.637534039771002,5.001305274149416,126.2890396118164,3.661317825317383,142.31832885742188,113.7024917602539,0.637534039771002,5.001305274149416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AVPEPUDEA0009_o.wav
214.89295959472656,8.297043800354004,234.32444763183594,200.49331665039062,0.19134630156136742,-1.2954293245549195,0.4980145380941335,68.3785325980253,0.0,0.0,0.4980145380941335,68.3785325980253,0.4980145380941335,68.3785325980253,,,,,214.89295959472656,8.297043800354004,234.32444763183594,200.49331665039062,0.19134630156136742,-1.2954293245549195,214.89295959472656,8.297043800354004,234.32444763183594,200.49331665039062,0.19134630156136742,-1.2954293245549195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AVPEPUDEA0010_o.wav
213.60476684570312,28.70388412475586,262.7628173828125,166.1962432861328,0.7727513821777132,-1.2054792666180263,1.4257387822221896,823.0246155290879,0.0,0.0,1.4257387822221896,823.0246155290879,1.4257387822221896,823.0246155290879,,,,,213.60476684570312,28.70388412475586,262.7628173828125,166.1962432861328,0.7727513821777132,-1.2054792666180263,213.60476684570312,28.70388412475586,262.7628173828125,166.1962432861328,0.7727513821777132,-1.2054792666180263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AVPEPUDEA0011_o.wav
